"","Activity","Subject.ID","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyAccMag-mean()","tGravityAccMag-mean()","tBodyAccJerkMag-mean()","tBodyGyroMag-mean()","tBodyGyroJerkMag-mean()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyAccMag-mean()","fBodyBodyAccJerkMag-mean()","fBodyBodyGyroMag-mean()","fBodyBodyGyroJerkMag-mean()","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()"
"11","SITTING",27,0.277264567074468,-0.0167969215592152,-0.110848300413564,0.627230079867021,0.032242387143617,0.14116869604876,0.0768320396617021,0.00617714992829521,-0.00495000607441489,-0.0608887602789628,-0.0552177945716489,0.108947089653191,-0.0893066039356303,-0.0450414487725798,-0.0586254676047872,-0.627947737417819,-0.627947737417819,-0.70180744799867,-0.694016019806117,-0.823067662473404,-0.681454795855319,-0.641267840429521,-0.715482857547872,-0.714554678365692,-0.694509658473138,-0.76857445225266,-0.768505711292553,-0.795433953608777,-0.702788513114362,-0.667185803946808,-0.688572791044947,-0.785953610106383,-0.837585999827128,-0.660976085218085,-0.630460488658511,-0.68321532587766,-0.974620173404255,-0.972505174787234,-0.959200394414894,-0.700549974357447,-0.674792293475665,-0.783632076781915,-0.795853557018617,-0.802048718989362,-0.674128512103723,-0.8210758325,-0.837320211489362,-0.782945588829787,-0.677874152031915,-0.677874152031915,-0.696003354282979,-0.754713306440957,-0.837212879564096,-0.654659392263298,-0.649506674776596,-0.692130765962766,-0.712857956529255,-0.675744794384308,-0.797303408218085,-0.806288410297872,-0.808791849202128,-0.697147299066489,-0.734883056953989,-0.707531366315426,-0.777810418832447,-0.848260021656915
"12","SITTING",28,0.278739266553398,-0.0187975204834951,-0.107807008381068,0.647073359805825,-0.137379481334951,-0.00797649700048543,0.0792910308825243,0.0135107680737864,0.00364494866063107,-0.0567790137621359,-0.0488593126606262,0.0966943342504854,-0.0898649942082524,-0.0456655215715049,-0.0591893236052913,-0.644599448147087,-0.644599448147087,-0.723779362805825,-0.683567422362136,-0.813718189757282,-0.68776883432233,-0.622841114519417,-0.741462254985437,-0.718019745738835,-0.705976257345146,-0.804585188883495,-0.70487616923301,-0.773967850635922,-0.709727226558252,-0.656100294024272,-0.706908798520874,-0.762735296006796,-0.826660930776699,-0.68398972178932,-0.606549833999029,-0.70744912,-0.974479128592233,-0.959880660436893,-0.946447412281553,-0.713004659097087,-0.687209413543689,-0.824228169757282,-0.764813965509709,-0.765086678543689,-0.710462349475728,-0.746765237315534,-0.847302632669903,-0.793601885631068,-0.659757363641262,-0.659757363641262,-0.714477557324272,-0.737683990849515,-0.824174463058252,-0.683199944917476,-0.623192236384369,-0.713211963058252,-0.734238501912621,-0.688305009647573,-0.842972637427184,-0.784465639902913,-0.762735614126214,-0.738649933252427,-0.715164661849515,-0.726122136199029,-0.767012523398058,-0.833674226650485
"13","STANDING",2,0.273113115788079,-0.0191323183174834,-0.115649958175497,0.660782866688742,-0.147219886910411,0.134865335090728,0.0785353156747351,0.00708771249764901,0.000755760748377483,-0.0517030657821192,-0.0568420186817881,0.0872599422291391,-0.0875587491668874,-0.0433986835453642,-0.0557541828188742,-0.535281800541722,-0.535281800541722,-0.58777744543543,-0.614771054893146,-0.746559539039735,-0.57377091142947,-0.432566581302351,-0.630081222124834,-0.561682049622185,-0.50890379901457,-0.715745330403973,-0.638717694593046,-0.722068978635762,-0.601594889654305,-0.514569861316887,-0.509746432970861,-0.699742945221854,-0.751615078360927,-0.605586497159271,-0.428962986589404,-0.589360062210596,-0.963015508245033,-0.960033560165563,-0.945365383907285,-0.557809603123841,-0.491875889831788,-0.741885388311258,-0.710648927815894,-0.722943674337748,-0.634888927843046,-0.671679103311258,-0.783595466728477,-0.674611933293046,-0.552812545643709,-0.552812545643709,-0.512115278415232,-0.680584887880795,-0.740088733655629,-0.619788102803311,-0.464723862913245,-0.600678614835099,-0.595105612895033,-0.509147543673841,-0.767087015496689,-0.734588540182119,-0.72716774102649,-0.683114494539735,-0.646662308457285,-0.518800797709272,-0.725310337688742,-0.744194981440397
"14","STANDING",4,0.274183111498423,-0.0148081545344921,-0.107521430810726,0.706593043123028,0.112591195496986,0.164130896618297,0.0788637845151419,0.00351340949514196,-0.00737375142832808,-0.0289417906907571,-0.0787229907785489,0.0957174866009464,-0.107859315713249,-0.0400427574662461,-0.0578089304000631,-0.56158213510694,-0.56158213510694,-0.656116311856877,-0.656291093847319,-0.819191368044164,-0.628806379100946,-0.52583456615142,-0.755235428895899,-0.652023078038801,-0.601696223759495,-0.825154871135647,-0.641881977553943,-0.831527531009464,-0.689308946422713,-0.602098037677603,-0.63501900541041,-0.745650754608833,-0.838833209652997,-0.605211727785489,-0.509929384011325,-0.709492735962145,-0.962636979274448,-0.941416800167192,-0.941403426072555,-0.631853083289621,-0.584063204701893,-0.843353231167192,-0.701397703369085,-0.79823574873817,-0.726374197066246,-0.723788617823344,-0.902502592618297,-0.748369141315457,-0.606556049548896,-0.606556049548896,-0.647249966810726,-0.706738493542587,-0.844187064164038,-0.597551324155678,-0.534661524341987,-0.708764043722397,-0.644622004704416,-0.593855151524606,-0.860544668359621,-0.721749187328076,-0.782885735867508,-0.7670895729653,-0.672948341687697,-0.666506718936908,-0.732586304826498,-0.863096864037855
"15","STANDING",9,0.270313841621528,-0.0209466555412396,-0.101233826213889,0.670845545555556,-0.0467446999509028,0.104353653032743,0.0840171430291667,0.00678485848399306,-0.00102998088194444,-0.0701318154561458,-0.0729884312991667,0.109092913237986,-0.0892254930640278,-0.0397344421815972,-0.053402884281875,-0.505183470509188,-0.505183470509188,-0.621608245092361,-0.550201866572569,-0.7629795809375,-0.579258404408681,-0.610267804090278,-0.592119122804271,-0.621377141312847,-0.699766614569444,-0.702931927996528,-0.639863219559028,-0.683924287600694,-0.612680463163889,-0.553186448295139,-0.609193721940625,-0.700863097986111,-0.786473954201389,-0.555656544538194,-0.5758878952125,-0.506111776081806,-0.958784666180556,-0.949938115208333,-0.920554317815972,-0.578305161360069,-0.678923872274306,-0.721610094569444,-0.676452392569444,-0.670498220701389,-0.587557692291458,-0.7617108665625,-0.773273878854167,-0.744656038298611,-0.553038255314792,-0.553038255314792,-0.608862145384722,-0.663198385034722,-0.786176892048611,-0.547995744907986,-0.586766083232639,-0.501074006965903,-0.572819893733993,-0.679065855003472,-0.739139922708333,-0.690689895534722,-0.667203220760417,-0.619468634127778,-0.624456827182986,-0.611619343190972,-0.697729432621528,-0.801296292638889
"16","STANDING",10,0.276583204166667,-0.0194909304979167,-0.1121843393125,0.441236068541667,0.2005691803125,-0.05453204484375,0.080527512159375,0.004611439794375,-0.00128744623489583,-0.0255225107895833,-0.0699903917025,0.10298476965625,-0.10022438078125,-0.0478723615625,-0.0519245405385417,-0.801728673104167,-0.801728673104167,-0.8162927158125,-0.797174474479167,-0.876313803854167,-0.822505930166667,-0.720876538833333,-0.862321343125,-0.826063598282292,-0.744950073,-0.878450186458333,-0.819983751770833,-0.861050933645833,-0.792357543844792,-0.786961677072917,-0.783269770302083,-0.845024943541667,-0.8851999225,-0.838564338333333,-0.727853336020833,-0.854294969270833,-0.968072754375,-0.953455064479167,-0.961197428552083,-0.820707124664583,-0.7341746674375,-0.889739520625,-0.849243536458333,-0.851156069375,-0.807039630885417,-0.849140011666667,-0.892824673645833,-0.850475350104167,-0.795247255416667,-0.795247255416667,-0.777345431613542,-0.834377870416667,-0.880007876041667,-0.845922740729167,-0.751383960510417,-0.86121794721875,-0.831379930459062,-0.7410383354375,-0.899683347916667,-0.858958473125,-0.846707374791667,-0.829842093020833,-0.834157293125,-0.770950588979167,-0.856745923229167,-0.881496240729167
"17","STANDING",28,0.276120153465909,-0.0196106242455114,-0.111939260223295,0.596489908068182,-0.159514371232955,-0.0926602648977273,0.0824062308022727,0.0141872457548864,-0.00247734002281818,-0.0735291511680114,-0.0451436890589205,0.105692923933523,-0.0860805048176136,-0.0437809983988636,-0.0626159225017045,-0.569569991120455,-0.569569991120455,-0.649224303329546,-0.607539045567045,-0.760708643386364,-0.614814832168182,-0.540562190071023,-0.684319004011364,-0.650093316014205,-0.629450020630682,-0.749187660607954,-0.638634953056818,-0.715582747721591,-0.631127818871023,-0.596766476930682,-0.638582720019318,-0.708848978369318,-0.783731989943182,-0.608133788585227,-0.535146354788636,-0.660507169431818,-0.973164266079545,-0.960933256704545,-0.945966059659091,-0.643135700714773,-0.609963881289773,-0.773531586988636,-0.711556711367045,-0.713427389630682,-0.622184131999432,-0.689791758278409,-0.798979959488636,-0.741845433806818,-0.607805066017045,-0.607805066017045,-0.656365538846023,-0.679673857163068,-0.784159789318182,-0.606381585607955,-0.56224204456875,-0.675349070397727,-0.668766481176136,-0.615705270717614,-0.796834974772727,-0.735772226022727,-0.715167583522727,-0.655394226196591,-0.675726065523296,-0.683350492909091,-0.716597399028409,-0.800627497215909
"18","STANDING",29,0.279111521944767,-0.018471953048314,-0.108675612269477,0.683067625610465,0.115489757911628,0.208215370043721,0.0788382324713372,0.00900161248883721,-0.00355290542467733,-0.0101831910869331,-0.0882883296441861,0.0881626266546221,-0.100707751809855,-0.0464322029527616,-0.052785999031686,-0.553585593347965,-0.553585593347965,-0.664538060484884,-0.602228993700349,-0.802293906366279,-0.579901000186134,-0.587686308146221,-0.680547675465116,-0.629875853152035,-0.641289075786337,-0.768433928313954,-0.685747413486628,-0.735972301656977,-0.689221357718023,-0.589294014734302,-0.609879937469099,-0.722018434984302,-0.840464164156977,-0.574295395364826,-0.598400275636657,-0.606461283926453,-0.973282885843023,-0.964643161017442,-0.941621790232558,-0.623456414216366,-0.635499779848779,-0.793746797790698,-0.73469927369157,-0.634569173421512,-0.713864583982558,-0.736117664139535,-0.853639613139535,-0.770221314302326,-0.579067216088081,-0.579067216088081,-0.620472049862791,-0.653732301592151,-0.840156364186047,-0.5727879490375,-0.630978844851831,-0.602550925183721,-0.651564188964826,-0.655526116655523,-0.818292780813954,-0.752567831707849,-0.588857987485174,-0.749163172296512,-0.639314176054942,-0.636434470547384,-0.671454324368401,-0.851462426569767
"19","STANDING",30,0.276305836721932,-0.0175856077340209,-0.10589355727859,0.696858200678851,0.0512698188974987,0.184343178348037,0.0734799270148825,0.00730438257971279,-0.000653871890373369,-0.0354229280326632,-0.0717482452402089,0.0834544586693995,-0.0926769005274151,-0.0412903779669452,-0.0493556177875196,-0.538131194183003,-0.538131194183003,-0.697050126998956,-0.510032754098198,-0.785870931331593,-0.635650125322193,-0.55849001001906,-0.634958546900783,-0.685307771157441,-0.671673670524282,-0.755432212793734,-0.667418236692689,-0.629910665959817,-0.615699347830287,-0.600372067046214,-0.656339723754047,-0.669600510563003,-0.811292332428198,-0.615890785389034,-0.519047387875457,-0.522643273772115,-0.974319118563969,-0.952288292767624,-0.92943263464752,-0.679007254150131,-0.6607705539047,-0.781644485013055,-0.671005846122715,-0.538990663942298,-0.589783442185379,-0.780636429556136,-0.79894807305483,-0.76322854691906,-0.588158111633681,-0.588158111633681,-0.658972148093473,-0.573779428671018,-0.810398514673629,-0.609238911508407,-0.531321491840992,-0.506570361273995,-0.701879208571802,-0.672622022924282,-0.807184940939948,-0.676801995680601,-0.496310421449608,-0.620253390415144,-0.646522810920757,-0.664600262443812,-0.589192650089817,-0.822805618746736
"20","WALKING",1,0.265696920582133,-0.0182981725176081,-0.10784573454611,0.744867411573487,-0.0825562579855908,0.072339870389049,0.0770930495126801,0.0165908438802305,-0.00910758730117003,-0.0208764064320173,-0.0880722729400576,0.0862641666597983,-0.0971120197265994,-0.0417164808293948,-0.0471393985477522,-0.453632943768818,-0.453632943768818,-0.545431612066571,-0.475404785802305,-0.639517432642651,-0.531895161258213,-0.406435448904438,-0.596411165253602,-0.547348892435764,-0.507343617969859,-0.695305113832853,-0.623219182311527,-0.505309434070029,-0.553529065425648,-0.478448523354179,-0.499075765624092,-0.535002770337752,-0.645970655298847,-0.545795331328326,-0.367716218227378,-0.502645746562824,-0.959859435936599,-0.951150627458213,-0.925817590867435,-0.524721922818732,-0.470412403511239,-0.717322274881844,-0.686555715201729,-0.450979810499568,-0.597496136795101,-0.637812687210375,-0.634472244550432,-0.664591977786455,-0.497096402038329,-0.497096402038329,-0.515922167555159,-0.499839593745821,-0.652050770910663,-0.553060616663401,-0.390150939647061,-0.498583091676081,-0.543979776127867,-0.466251676533372,-0.737861932680115,-0.708263420861671,-0.429825832648703,-0.650476162132565,-0.589710231217867,-0.541823079570029,-0.566576670397695,-0.685811262634006
"21","WALKING",3,0.273428719636364,-0.017856067384956,-0.106492632429097,0.707814353343108,-0.0260590480328739,0.0480937904190616,0.0701731261988856,0.0144664329060411,-0.000526818872875366,-0.0248490682828446,-0.0743565308442815,0.0866875497119062,-0.0991554609633431,-0.0401923943695015,-0.0521178264170088,-0.563140802770059,-0.563140802770059,-0.650182434328446,-0.643150121648094,-0.784056656246334,-0.625733289873607,-0.501779938505279,-0.699656828592375,-0.645893496630499,-0.582949919157742,-0.780101644193548,-0.642097719778592,-0.775144985073314,-0.670734708996481,-0.579076453758064,-0.604752108072727,-0.716822144279179,-0.810085498651026,-0.623413602046921,-0.480015920697654,-0.653625579293255,-0.966457565630499,-0.9445645371261,-0.926966278211144,-0.635484688041056,-0.55721186773783,-0.796066240234604,-0.699262195705865,-0.76302218170088,-0.709483440322581,-0.689328428607038,-0.842659862111437,-0.743028500565982,-0.591224780306452,-0.591224780306452,-0.607658214170381,-0.674010290979472,-0.80366136372434,-0.623805015199413,-0.502753639795894,-0.657443765803519,-0.657844055881525,-0.559851186088408,-0.81080601659824,-0.719276622702346,-0.758505287214076,-0.751008875659824,-0.663079838985044,-0.615643694857361,-0.703839403007038,-0.810032718739003
"22","WALKING",5,0.279177960301325,-0.0154833455336192,-0.105661736816887,0.698153719072848,0.112313109736755,0.0921607197449904,0.0841019899622517,0.0017656830384106,-0.0029537113427351,-0.0294516873643046,-0.0774316445596026,0.0866267116745033,-0.103522877147351,-0.0490624519374172,-0.0506258160122517,-0.460866415568709,-0.460866415568709,-0.589313870006622,-0.602770284825828,-0.707383517582782,-0.55123770513245,-0.440232431795033,-0.696171811490066,-0.604769869438742,-0.550991969857417,-0.768762357980132,-0.632239300829801,-0.71706218781457,-0.537329127293278,-0.528503022745033,-0.573176177044172,-0.677355755703311,-0.748829309536424,-0.507691011391722,-0.402724906078146,-0.646443640175497,-0.964629108807947,-0.939973777950331,-0.94207867884106,-0.575890535679801,-0.506544358609603,-0.78456199486755,-0.709955676983444,-0.705638306688742,-0.606589817380795,-0.662581310334437,-0.774114270364238,-0.564680771249007,-0.52162345171192,-0.52162345171192,-0.589031268133113,-0.664078383532781,-0.734187493344371,-0.492829885748675,-0.422162171100331,-0.649351210748344,-0.584013626983444,-0.491500434303907,-0.798835563807947,-0.73573857718543,-0.702290390960265,-0.669353687483444,-0.594259529756954,-0.613485123609272,-0.715731148145695,-0.735610602483444
"23","WALKING",6,0.272376614181538,-0.0175697042641846,-0.11599454136,0.688702063569231,0.0162055455953846,0.0475199990906462,0.0813833604034769,0.000479281129661539,-0.00225896302076923,-0.0433611785374462,-0.0706129097498462,0.0973130293888923,-0.0829159966093231,-0.0454921005615385,-0.0533610323667692,-0.464770006998123,-0.464770006998123,-0.551413652396923,-0.549494852037046,-0.621936158532308,-0.506174926221538,-0.392041410138769,-0.683725945015385,-0.549394273848923,-0.503558973703692,-0.720867157741538,-0.537201442069846,-0.621188724858462,-0.507604207506462,-0.473974924380431,-0.494882316238462,-0.579130051151385,-0.651886909221538,-0.505086085072062,-0.368403670137262,-0.672512004586708,-0.958898709015385,-0.9509348864,-0.937910223507692,-0.531468310262154,-0.454437496885815,-0.738955207627692,-0.653800660041538,-0.626252072652308,-0.599910232855692,-0.546009968372308,-0.677635980501539,-0.526908306306892,-0.483790606354154,-0.483790606354154,-0.502935062310769,-0.579837818063692,-0.644474485460492,-0.506680276530492,-0.396677793847908,-0.694365207233846,-0.555346159400332,-0.437837459287385,-0.755751144098462,-0.692862440004,-0.633236229753846,-0.67302031484,-0.570910289993846,-0.516711262173969,-0.657368673849846,-0.660175875210246
"24","WALKING",7,0.270211697814935,-0.0187904887668182,-0.112492375388312,0.681289120844156,-0.0420221452496753,0.0342160711928604,0.0831829573168831,0.00760909767418831,-0.00791725696048701,-0.0518716929407792,-0.0646077113078896,0.0977671721406169,-0.0942037376182662,-0.0414401406082792,-0.0610307928148701,-0.511312036747403,-0.511312036747403,-0.622815767680292,-0.581899897967532,-0.713191348337662,-0.593011288564935,-0.563547785174026,-0.531005941495552,-0.637521940243831,-0.641687333850227,-0.642515716574286,-0.643767578493507,-0.630419275006169,-0.655083354905844,-0.518323878824675,-0.553360009658182,-0.628877272791136,-0.668879188156396,-0.577518324748052,-0.546403365345779,-0.456473642256981,-0.956538178587662,-0.955312554090909,-0.923304724090909,-0.615131377408279,-0.622997416262013,-0.664336860544416,-0.687155474097403,-0.652408657909091,-0.663340760331169,-0.701731200484416,-0.674920114957468,-0.750808705594156,-0.510669879158539,-0.510669879158539,-0.550560230585714,-0.598670795839286,-0.658017844948377,-0.572347541484091,-0.567046977262987,-0.460792123277305,-0.626785744584416,-0.62853163071948,-0.684856438953896,-0.703883646896104,-0.671161922837662,-0.698949518905844,-0.583819796092208,-0.550683254908442,-0.650923648207792,-0.668963362464935
"25","WALKING",8,0.278268887727273,-0.0144537072594949,-0.109006309141414,0.601782571919192,0.187298246666667,0.177007409196192,0.0686095366464646,0.00496415698757576,-0.0110211649991919,-0.0246599261523232,-0.0744394650058586,0.0811768351261616,-0.107118837989899,-0.036876527389899,-0.0602582019292929,-0.684607146515152,-0.684607146515152,-0.725727509270707,-0.663265892582828,-0.790885296565657,-0.744952162134343,-0.581854533434343,-0.779333525707071,-0.766583223,-0.6623484276,-0.825870984707071,-0.683114151139394,-0.757568269575758,-0.758361298306364,-0.693568388292929,-0.715745792606061,-0.741679153929293,-0.817455544646465,-0.74865488820202,-0.563450610434343,-0.764554510484848,-0.974751332424242,-0.955912054070707,-0.956116882020202,-0.75891396439596,-0.622728559242424,-0.839104346969697,-0.722590642727273,-0.737675052783838,-0.758998747676768,-0.735883130212121,-0.817212596262626,-0.821631316060606,-0.71328703040404,-0.71328703040404,-0.72913616179798,-0.72093816099596,-0.825828347373737,-0.750599893474747,-0.581953413010101,-0.775167074012121,-0.772811330494949,-0.605587691511111,-0.850822301313131,-0.736277288818182,-0.728609463015152,-0.781839004848485,-0.770877890434343,-0.749236439787879,-0.755554747464646,-0.850242418585859
"26","WALKING_DOWNSTAIRS",17,0.273849441115044,-0.0175178488555457,-0.10894543593472,0.681018816489676,0.00208485938053097,0.00457967780088496,0.081880267239528,0.0083599305380531,0.00313640220584071,-0.0137199915971209,-0.0841275327556873,0.0761605469356047,-0.108510381387316,-0.0389503517365487,-0.0505134530712979,-0.532690252939646,-0.532690252939646,-0.671076885553097,-0.649912792768584,-0.794708804985251,-0.622462544449351,-0.569180425379852,-0.696059808678466,-0.692948207482301,-0.669598735445428,-0.786440272035398,-0.706700939954277,-0.75655421820059,-0.704461092123894,-0.616776986006785,-0.672302752918879,-0.750925804837758,-0.815081807581121,-0.575384465440796,-0.531725560539469,-0.633174442559882,-0.969925765014749,-0.956590055339233,-0.946280153185841,-0.655962717654867,-0.641279470927434,-0.798055545516224,-0.739509361150443,-0.746029348082596,-0.697883518596755,-0.770982322212389,-0.811674344749263,-0.792412597492625,-0.606069140132448,-0.606069140132448,-0.668331557015634,-0.730340424530973,-0.810882493864307,-0.559142964689676,-0.542590163514454,-0.629065517609145,-0.649348718874041,-0.635163006465487,-0.808333054336283,-0.751468354340413,-0.742303506283186,-0.724259849884956,-0.661980075745723,-0.666929054969322,-0.765190625132743,-0.820032370707965
"27","WALKING_DOWNSTAIRS",19,0.269723487105556,-0.0182031515710306,-0.118277180099383,0.475323016,0.0964052626666667,0.233011401195083,0.0774171147766389,0.0115812421960876,-0.00186198850195833,-0.0385723953346511,-0.0681420603177778,0.0883609591559167,-0.0895939425055556,-0.0383208736670278,-0.0569649444286944,-0.531507362111361,-0.531507362111361,-0.5762252472125,-0.548919668132222,-0.683436541824444,-0.587050355097528,-0.521888076609778,-0.647026298284028,-0.593157169174611,-0.596694943936944,-0.680924493180556,-0.553089575942778,-0.641337299817778,-0.602625307818389,-0.556404444967972,-0.576064647812278,-0.636287999799167,-0.719519008752778,-0.574658922919194,-0.507035084992639,-0.649184726556944,-0.958290447861111,-0.95925383425,-0.94180028475,-0.571088266146083,-0.571311190432222,-0.705342976190833,-0.637789914575556,-0.643866300560306,-0.645682212189167,-0.618836206634444,-0.725991380623889,-0.686684583831583,-0.599552767486306,-0.599552767486306,-0.601918552871944,-0.610093380740278,-0.7255986988425,-0.5708979748225,-0.530901585022361,-0.680291382637222,-0.586910128980833,-0.572596722878,-0.728521901498861,-0.666071315599889,-0.650105402347778,-0.694729075491667,-0.689860920113889,-0.641089005857778,-0.662325968145833,-0.754223739441667
"28","WALKING_DOWNSTAIRS",21,0.277466525522059,-0.0176664578561765,-0.10877848058848,0.645775957808824,-0.0750963071446078,0.0321851774362745,0.0822207874776961,0.00350107553584853,-0.010659072671299,-0.0276346639303578,-0.0784719736838971,0.0861212668362745,-0.100558317889216,-0.0408236141863333,-0.0533861046416422,-0.620309259553676,-0.620309259553676,-0.703461275879657,-0.693779224517157,-0.807817403137255,-0.693486097144118,-0.59377821414902,-0.707713799021814,-0.71641413145049,-0.678615118728922,-0.767351986555392,-0.752040828651961,-0.759325714811275,-0.709471420465686,-0.658664719514706,-0.679742584809363,-0.776473060171569,-0.826275026053922,-0.672323867377451,-0.565585190336299,-0.669621813176471,-0.965586634460784,-0.969330818455882,-0.953093993308823,-0.699763344205784,-0.66515912310562,-0.78182390148299,-0.79617228689951,-0.765057760637255,-0.701642028499559,-0.792483156720588,-0.815859336004902,-0.812017312181373,-0.6601960145,-0.6601960145,-0.680069218953922,-0.761303119652451,-0.82408989995098,-0.665349663426471,-0.578748586831863,-0.675588192778676,-0.709800728388235,-0.674102360655147,-0.794922813673627,-0.811026710110294,-0.771388318823529,-0.728319304730637,-0.714345739215931,-0.683725127418382,-0.793158526279412,-0.834949863259804
"29","WALKING_DOWNSTAIRS",22,0.277156731173244,-0.0157362798544615,-0.108891559940803,0.590202951371237,0.059637422,0.266233413475819,0.0771316429411706,0.0140196360738796,-0.00535471338117057,-0.0173964514566555,-0.0892861352287625,0.0875601891371237,-0.108536983918729,-0.0369228007661538,-0.0570277658573913,-0.555508409465953,-0.555508409465953,-0.649767623265886,-0.674479870696321,-0.813134479966555,-0.63565324919699,-0.554621367574582,-0.723282881277592,-0.649283145619064,-0.613419188476589,-0.765568239732441,-0.669187479525084,-0.81408546735786,-0.679035334374582,-0.61441509667592,-0.628800131547492,-0.755664344113712,-0.844035139698997,-0.591898038755853,-0.543513202065318,-0.696409302003679,-0.959890000367893,-0.958295670545485,-0.939955773782609,-0.630182598844147,-0.59971491352709,-0.783706594247492,-0.719340785619732,-0.808549367023411,-0.692821756428094,-0.732439672053512,-0.874226384113712,-0.761410622511706,-0.630466994221472,-0.630466994221472,-0.630546676298027,-0.709682201686622,-0.839890422274247,-0.57658611649398,-0.567546209132776,-0.706443300175585,-0.643720768424415,-0.612907133218033,-0.800838269899666,-0.736449902993311,-0.807400495819398,-0.726376317959866,-0.699680500173244,-0.636187050918395,-0.731033945357859,-0.847554449431438
"30","WALKING_UPSTAIRS",8,0.266674048906593,-0.0202216031321978,-0.105614723352747,0.672365454230769,-0.0550675502272528,0.0328742204443956,0.0927048369369231,-0.00137201536971429,-0.0243776605506593,0.0189575502203297,-0.100127874875824,0.0547905121285714,-0.103800903023626,-0.0418414216578022,-0.0572174004291209,-0.350982093868132,-0.350982093868132,-0.43009251566033,-0.374467449722308,-0.60984136456044,-0.493100898158791,-0.262394129472527,-0.426764775743407,-0.496470870779121,-0.405368968365934,-0.545511445001648,-0.556923952791209,-0.477139862384066,-0.398930833626374,-0.413399661273626,-0.427796629448901,-0.538348071541758,-0.639438448496154,-0.492827508658791,-0.232940759736264,-0.355279828382418,-0.943108468384615,-0.944385490274725,-0.905264808527472,-0.476492149967033,-0.369514157182418,-0.575477616297802,-0.620116117863736,-0.480245370202198,-0.376704871767033,-0.641858248288461,-0.610128463632967,-0.627616233532967,-0.467415039361538,-0.467415039361538,-0.474901933907692,-0.505532707924725,-0.656008680989011,-0.495451225035714,-0.268071852098901,-0.370711173704945,-0.50375369885989,-0.375199658110989,-0.604806207873626,-0.64209298143956,-0.488490067373626,-0.430017097315385,-0.5867768587,-0.546655472807692,-0.572007930837912,-0.704299790384615
"31","WALKING_UPSTAIRS",11,0.27658531139557,-0.0191272531933228,-0.108941761642405,0.730526184936709,0.0527387028613924,0.140209861246835,0.0830134540658228,0.0078044254343038,-0.00657424975259494,-0.0547328440272468,-0.0582275770813291,0.087284109682356,-0.0805473309873418,-0.0493914065474684,-0.0480140167267405,-0.542825032813608,-0.542825032813608,-0.679819504547468,-0.628367851066456,-0.826829028481013,-0.619524028324684,-0.531455265662532,-0.750026145791139,-0.676672987166456,-0.632374688606013,-0.825559590221519,-0.709949332117089,-0.776852868955696,-0.708842979272152,-0.611528074359177,-0.656133473274684,-0.757585939588608,-0.864827011392405,-0.58947649779557,-0.490379346996835,-0.665324314227848,-0.975394457689873,-0.957138770727848,-0.956812000411392,-0.659323083055063,-0.608784226719937,-0.842511816044304,-0.739922126628797,-0.703501766487342,-0.725016008797468,-0.781738140601266,-0.868377254082279,-0.795490882468354,-0.612882270912658,-0.612882270912658,-0.664241760370253,-0.696771378957911,-0.866905012626582,-0.579491754749367,-0.502570240243354,-0.652095671108544,-0.672195644346519,-0.609444998247785,-0.858259630601266,-0.751758277167721,-0.670892713066772,-0.75596062835443,-0.674470159009494,-0.676925075857595,-0.711267219682278,-0.879254016740506
